p	Axis1	Axis2	Axis3
ERR912083	-0.210249825764788	0.037034623567374	-0.0173462222410483
ERR912084	-0.0316779084271934	0.0834991824675229	0.0285155740688516
ERR912085	-0.0304878346307313	0.0634066996315652	0.0381432056299539
ERR912086	0.0183798548069691	0.0492412288553277	0.00684578894382772
ERR912087	-0.0086736928778067	0.0127430213799468	-0.0218176955866568
ERR912088	-0.282276183001378	0.0793543783359401	0.0154993714720769
ERR912089	-0.0632874813301745	0.0627225410912779	0.0354344225598584
ERR912090	0.0737026629097281	0.0657454701861772	0.0324751670496041
ERR912091	-0.0829444646743071	0.0467774698538125	-0.0132510223440521
ERR912092	0.0352369512273182	-0.0330484997470765	-0.141581526156024
ERR912093	-0.134381211414191	0.0183174926624058	0.00535368942862241
ERR912094	0.10750251328766	0.0281301725730598	-0.00590704238899983
ERR912095	0.409105103147481	0.00855338423796923	-0.0778637827096333
ERR912096	0.116659782015076	-0.00478943824796472	0.0470167949456678
ERR912097	0.215968190846811	0.0678358814599986	0.0436015216654281
ERR912098	0.155857690773006	0.00829024020839566	0.00332535278600899
ERR912099	0.218586271243891	0.087618434922922	0.0435760153802309
ERR912100	-0.101482426889325	0.0342565672175621	-0.0286599315580027
ERR912101	0.366568550813338	-0.0726689262328826	-0.173103168237699
ERR912102	0.110700505827486	-0.0288264010582334	-0.061781807657036
ERR912103	-0.228092259465129	0.0781530814213292	0.0177220855501679
ERR912104	0.150654145567816	-0.22401002697243	0.0848146852205623
ERR912105	0.0733444436106933	0.0191598367870704	-0.0158833977300624
ERR912106	-0.269824021579741	0.0593101578462484	-0.00141174977406024
ERR912107	0.050423366412299	0.0347047771255664	0.00820984843045854
ERR912108	-0.0342150382204277	-0.124916032281376	0.0308536760731719
ERR912109	0.0633392790075129	-0.11479762710364	-0.00758134606775292
ERR912110	-0.359330297201968	0.00763285095952517	0.00397884152436532
ERR912111	-0.430230530530025	0.0530799149701826	-0.00217792270883113
ERR912112	-0.120381641877969	0.0836718278892199	0.0286548027453744
ERR912113	0.0355230836956866	-0.0832571919230545	0.0554239662656091
ERR912114	-0.162936162147869	-0.135485157678215	-0.0694186467032271
ERR912115	0.155693923901678	-0.098977883795925	0.0549252402977247
ERR912116	0.0714193331364913	0.0179599269305276	-0.0248294158255336
ERR912117	0.0951396123564715	-0.0150388297526387	0.0208378387369841
ERR912118	-0.114256565046619	0.0583192194810405	0.016607645451883
ERR912119	0.166992356384705	0.0592445154101594	0.0342260473792898
ERR912120	0.0665589698374401	-0.348606935115216	-0.678665635793554
ERR912121	0.121091589895035	0.0436581291739743	0.0148527547326875
ERR912122	0.0905989656642385	0.0757456637237367	0.0233788363817311
ERR912123	0.532246281919349	0.0856248638991717	0.0620317701295265
ERR912124	-0.354911531304084	0.0367214345136755	-0.0175115679173699
ERR912125	0.173696109846084	0.0241269909371605	-0.00844542517745036
ERR912126	-0.246643158070638	-0.261088130974382	0.0748336076872387
ERR912127	-0.0595079146800687	0.0329748754177273	0.0161191073665102
ERR912128	0.180435689618613	0.0195901646043872	0.0296992763368143
ERR912129	0.137595590561768	0.0442024554512906	-0.0169012655883191
ERR912130	-0.116963822113159	-0.116842655178697	-0.0100628978488293
ERR912131	0.0739973094035643	-0.107824309034257	0.0221629843304032
ERR912132	0.0892272526053767	0.0482800541703854	0.0234488698032316
ERR912133	0.0644217652996764	0.0414039604224129	0.0102769755726879
ERR912134	0.139991411377612	0.0170559538007865	-0.0255955164513278
ERR912135	-0.0229137000013632	-0.0708342712876604	0.00814585028197412
ERR912136	-0.237242983769078	0.0253975874437952	-0.0210739652537929
ERR912137	0.0484363588061965	0.0595576652248229	0.0257894628276653
ERR912138	-0.12884877560703	0.0574562513785874	0.0137925891369938
ERR912139	0.0748187804308238	0.0215525601178392	-0.020083926045966
ERR912140	0.320269989449477	0.0893329676950097	0.0494499741832028
ERR912141	0.307187051584547	0.0325780604794202	-0.0477002637206345
ERR912142	-0.386255272320213	0.072135027997332	-0.000186164592371793
ERR912143	0.0883779395584932	0.0915999210114556	0.0422857256001787
ERR912144	0.105461437093956	0.0439273230592106	0.0148144787418835
ERR912145	-0.111753757479561	0.0352107164351839	-0.0100949660407566
ERR912146	0.259084923519503	-0.075024542689135	-0.169220292085056
ERR912147	-0.0402868552774461	-0.00976540381995555	-0.0318993115980394
ERR912148	-0.0797688615819222	0.0449950974207011	0.00114408383711209
ERR912149	0.0816006328933607	-0.00578027678783393	0.0123977258508126
ERR912150	-0.60183770117668	0.0442004645070564	-0.0507872670653632
ERR912151	0.0471100183733154	-0.00465015232969385	-0.0252734521756595
ERR912152	-0.145685598322816	0.0711633946206994	0.00925316941144421
ERR912153	-0.00102964325254787	0.0740060453496742	0.0214591113864209
ERR912154	-0.289874986922864	-0.015728654013691	-0.0518275995497304
ERR912155	-0.0622642826242187	0.0101486269317038	-0.020954800497996
ERR912156	-0.166260892200584	0.0389858971861852	0.0104059611443251
ERR912157	-0.132255931580807	0.0215825589722034	-0.0256362414793502
ERR912158	0.140283274423568	0.0865297739051642	0.034948674237441
ERR912159	-0.0508105262411414	0.0680071470704834	0.0165263817064796
ERR912160	0.380686454801686	0.0696949655047028	0.0285139995295885
ERR912161	-0.348400908111192	0.04891695275605	0.0091312326423766
ERR912162	0.217079153653828	0.0260485495448567	0.00159282757300745
ERR912163	0.180050955510923	0.0246417240496595	0.0282286397273448
ERR912164	-0.149319497215455	0.0699576392158296	0.018744704233636
ERR912165	-0.242355360369554	0.0613809448127991	0.00438445115259143
ERR912166	0.261510794007417	0.0404708672248672	0.0190900859866123
ERR912167	-0.306521314855626	0.0201909293779015	0.00616975965563735
ERR912168	2.90504474867554e-05	-0.0732602743473264	0.0493791569450695
ERR912169	0.11605521330629	0.0867400477794753	0.0382456534932978
ERR912170	-0.0897558652403498	0.0504647089885714	-0.00715327787683547
ERR912171	0.227076666935375	0.042463572669389	0.0116266742971318
ERR912172	0.149872767026756	0.0951947975926302	0.0449348730219464
ERR912173	-0.200652994310586	0.00259141449759395	-0.0252677412509514
ERR912174	-0.120483206010484	0.019157295302598	-0.0146906113315072
ERR912175	-0.172085252096796	-0.0289651283907396	0.00755370776987778
ERR912176	0.207705390786471	0.0150332516556571	0.0334551238084212
ERR912177	0.154194450203478	-0.0978278302604775	-0.0790365413145005
ERR912178	-0.175825896189807	0.0432816579724323	-0.0175970174383773
ERR912179	-0.128920252838943	-0.01959228565377	0.00534818407724231
ERR912180	0.101776449018179	0.0793762382615417	0.0402127091956232
ERR912181	-0.0463886803743392	-0.561196164211187	0.157535435817167
ERR912182	-0.149520417895271	-0.00382152463456671	0.00920710251126578
ERR912183	-0.19702981726007	0.0299941778429224	-0.0100162455064306
ERR912184	-0.13526184670437	-0.0707386260478036	-0.144701451242112
ERR912185	-0.393846126290947	0.0116361958131864	-0.0116110794785002
ERR912186	0.412444614274903	-0.00834152213868561	-0.0158778818154638
ERR912187	-0.0438594228599611	0.0426164333242259	0.0134608881632848
ERR912188	-0.269800629306257	0.0222902035114974	0.00493047478267376
ERR912189	-0.0868324170327799	-0.0192271804678802	-0.0420364300895142
ERR912190	-0.0910782255746543	-0.123758598993956	0.0621101551279499
ERR912191	-0.295442872557629	0.0514238737309169	0.0136010875205643
ERR912192	0.337890444935254	-0.144502306914338	0.0107457576073352
ERR912193	-0.184769522829843	0.0617390206613726	0.0127208504435476
ERR912194	0.045472114071767	-0.0416718758240777	-0.0962354676829737
ERR912195	0.139515971892376	0.0688716635028542	0.0294423547399916
ERR912196	-0.107884274347793	-0.0191503453985092	-0.0107922971156896
ERR912197	0.252748887764847	0.0760874751400224	0.0404384917871336
ERR912198	0.270355770048589	-0.0633527130137063	0.0671605914616807
ERR912199	0.141251997083078	-0.0368530508742661	-0.0802778932305927
ERR912200	0.475584073905724	0.0710624223915501	0.0421524157090397
ERR912201	0.172823556187412	0.0294175229666256	-0.0338254434067272
ERR912202	-0.105754740773684	-0.137325279664124	0.0523976107978079
